,price,floor_level,bedroom_amount,net_area,district,address,misc,facility,url_desc
43,9000000,L,2,638,Tung Chung,12 Tung Chung Waterfront Road,"[{'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/New-Territories-Tung-Chung-Coastal-Skyline-La-Rossa-Block-8-La-Rossa-B-Lower-Floor-Flat-I-M300865039
44,6800000,M,2,445,Tsuen Wan,22-26 Wai Tsuen Road,,"[{'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-Tsuen-Wan-Town-Centre-Luk-Yeung-Sun-Chuen-Block-Q-Middle-Floor-Flat-6-M300704660
45,21000000,H,3,1049,Quarry Bay,29-31 Hong Shing Street,"[{'id': 'MISCF00024', 'name': 'Duplex Unit'}, {'id': 'MISCF00014', 'name': 'Terrace'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00035', 'name': 'Mountain View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Quarry-Bay-Kornhill-Block-A-Higher-Floor-Flat-12-M100606614
46,14730000,H,3,861,Po Lam / Tseung Kwan O Station,21 Tong Chun Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-The-Papillons-Tower-5-Higher-Floor-Flat-D-M200565877
47,8300000,L,3,663,Yuen Long,88 Fung Cheung Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Yuen-Long-Town-Centre-Residence%1A88-Tower-2-Lower-Floor-Flat-B-M300341482
48,7580000,L,2,558,Tung Chung,8 Tung Chung Waterfront Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Tung-Chung-Seaview-Crescent-Block-2-Lower-Floor-Flat-H-M300548979
49,6300000,L,2,490,Tuen Mun,2 Kwun Tsing Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/New-Territories-Siu-Lam-So-Kwun-Wat-Castle-Peak-Bay-Aegean-Coast-Tower-6-Lower-Floor-Flat-G-M350503884
50,8230000,L,3,505,Shatin,1-15 Wang Pok Street,"[{'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-Shatin-Town-Centre-Shatin-New-Town-Lucky-Plaza-Block-C2-Pak-Lam-Court-Lower-Floor-Flat-B-M350384076
51,13500000,M,3,974,Tung Chung,1 Ying Hong Street,"[{'id': 'MISCF00017', 'name': 'Car Park Space'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/New-Territories-Tung-Chung-The-Visionary-Tower-05-Middle-Floor-Flat-B-M350070633
52,7300000,M,2,0,Happy Valley / Mid-Levels East,68 Sing Woo Road,"[{'id': 'WITHKEY', 'name': 'Key'}]",,https://www.midland.com.hk/en/property/Hong-Kong-Island-Happy-Valley-V-Happy-Valley-Middle-Floor-Flat-B-M100390511
53,11000000,,3,846,Fairview / Palm Springs / The Vineyard,3Rd Street Section B,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00013', 'name': 'Garden'}, {'id': 'MISCF00017', 'name': 'Car Park Space'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Palm-Springs-Fairview-The-Vineyard-Fairview-Park-Section-B-3Rd-Street-3Rd-Street-House-M300282285
54,48000000,M,4,1542,Jardine's Lookout / Tai Hang,8 Chun Fai Terrace,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00017', 'name': 'Car Park Space'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Tai-Hang-Road-The-Signature-Middle-Floor-Flat-B-M100439781
55,45000000,L,3,1247,Aberdeen / Wong Chuk Hang,9 Welfare Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00017', 'name': 'Car Park Space'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Wong-Chuk-Hang-Sham-Wan-Marinella-Block-9-Lower-Floor-Flat-A-M100064778
56,38000000,H,3,1104,Jardine's Lookout / Tai Hang,23 Tai Hang Drive,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Tai-Hang-Road-The-Legend-At-Jardine-s-Lookout-Block-I-Higher-Floor-Flat-A-M100473293
57,67000000,,4,2738,Kau To Shan / Fotan,Lai Ping Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00013', 'name': 'Garden'}, {'id': 'MISCF00017', 'name': 'Car Park Space'}, {'id': 'MISCF00014', 'name': 'Terrace'}, {'id': 'MISCF00016', 'name': 'Roof'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}]",https://www.midland.com.hk/en/property/New-Territories-Kau-To-Shan-La-Vetta-68-Lai-Ping-Road-House-M350360100
58,5800000,L,2,526,Tuen Mun,9 Tuen Hing Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/New-Territories-Tuen-Mun-Town-Centre-Villa-Tiara-Block-5-Lower-Floor-Flat-A-M300248925
59,3300000,H,,191,Hung Hom,33-41 Bulkeley Street,"[{'id': 'WITHKEY', 'name': 'Key'}]",,https://www.midland.com.hk/en/property/Kowloon-Hung-Hom-Wah-Bo-Building-Higher-Floor-Flat-C-M200372495
60,14500000,L,3,695,Mid-Levels West,22 Conduit Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Mid-Levels-West-Vantage-Park-Block-2-Lower-Floor-Flat-E-M100262323
61,14000000,H,3,783,Ma On Shan,1 Po Tai Street,,,https://www.midland.com.hk/en/property/New-Territories-Ma-On-Shan-Ocean-View-Block-1-Higher-Floor-Flat-C-M350497869
62,7500000,H,3,604,Po Lam / Tseung Kwan O Station,88 Po Hong Road,"[{'id': 'MISCF00007', 'name': 'Clubhouse'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Kowloon-Po-Lam-Serenity-Place-Block-3-Higher-Floor-Flat-D-M200657517
63,11000000,M,2,580,Taikoo / Sai Wan Ho,1 Tai Wing Avenue,"[{'id': 'WITHKEY', 'name': 'Key'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Taikoo-Taikoo-Shing-Sing-Fai-Terrace-Tien-Sing-Mansion-Middle-Floor-Flat-E-M100448008
64,8500000,L,2,499,Tiu Keng Leng,88 O King Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00035', 'name': 'Mountain View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Kowloon-Tiu-Keng-Leng-Ocean-Shores-Phase-3-Block-12-Lower-Floor-Flat-B-M201877969
65,11500000,H,2,491,Shau Kei Wan,393 Shau Kei Wan Road,"[{'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00035', 'name': 'Mountain View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Shau-Kei-Wan-Lime-Gala-Tower-1B-Higher-Floor-Flat-A-M150821042
66,7650000,L,2,476,Tiu Keng Leng,8 King Ling Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/Kowloon-Tiu-Keng-Leng-Metro-Town-Phase-1-Metro-Town-Tower-5-Lower-Floor-Flat-G-M200376171
67,11000000,H,3,651,Tiu Keng Leng,8 King Ling Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00035', 'name': 'Mountain View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Tiu-Keng-Leng-Metro-Town-Phase-2-Le-Point-Block-10-Higher-Floor-Flat-E-M200564584
68,8300000,M,2,502,Quarry Bay,25-27 Hong Shing Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Quarry-Bay-Kornhill-Block-B-Middle-Floor-Flat-6-M101276963
69,9800000,H,2,581,Ap Lei Chau,21 South Horizon Drive,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM14', 'name': 'Mall'}, {'id': 'MISCF00048', 'name': 'Golf Course Nearby'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Ap-Lei-Chau-South-Horizons-Phase-3-Block-21-Higher-Floor-Flat-C-M100007800
70,8280000,L,3,676,Lohas Park,1 Lohas Park Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Le-Prestige-La-Splendeur-Tower-9-L-Lower-Floor-Flat-A-M201225147
71,10500000,H,2,541,Po Lam / Tseung Kwan O Station,19 Tong Yin Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-The-Wings-Phase-3A-Block-3A-Higher-Floor-Flat-D-M250553228
72,6300000,M,2,364,Po Lam / Tseung Kwan O Station,1 Wan Hang Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Po-Lam-Metro-City-Phase-1-Block-05-Middle-Floor-Flat-B-M200392962
73,9200000,M,2,459,Lohas Park,1 Lohas Park Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Malibu-Tower-1B-Middle-Floor-Flat-E-M200572766
74,9000000,H,1,393,Tsuen Wan,100 Tai Ho Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}]",https://www.midland.com.hk/en/property/New-Territories-Tsuen-Wan-West-Ocean-Pride-Phase-1-Tower-9-Higher-Floor-Flat-C-M300834465
75,10800000,M,2,536,Po Lam / Tseung Kwan O Station,9 Tong Yin Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM07', 'name': 'Entertainment Facilities'}]",https://www.midland.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-The-Wings-Phase-1-Tower-3-Luna-Diamond-Middle-Floor-Flat-D-M201223769
76,7600000,M,2,451,Shatin,4 Pak Tak Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00049', 'name': 'River View'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-City-One-Shek-Mun-City-One-Shatin-Phase-2-Block-19-Middle-Floor-Flat-F-M300951398
77,18000000,H,3,1062,Ma Wan,8 Pak Lai Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00014', 'name': 'Terrace'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Park-Island-Park-Island-Phase-3-Block-25-Higher-Floor-Flat-D-M300312243
78,10300000,H,3,621,Ap Lei Chau,16 South Horizon Drive,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Ap-Lei-Chau-South-Horizons-Phase-2-Block-16-Higher-Floor-Flat-C-M100112172
79,8000000,M,2,420,Po Lam / Tseung Kwan O Station,1 Wan Hang Road,"[{'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Po-Lam-Metro-City-Phase-1-Block-02-Middle-Floor-Flat-A-M200534425
80,9500000,H,2,532,Lohas Park,1 Lohas Park Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Wings-At-Sea-II-Tower-5B-Higher-Floor-Flat-A-M200699590
81,9300000,H,2,543,Ap Lei Chau,33 Yi Nam Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Ap-Lei-Chau-South-Horizons-Phase-4-The-Oasis-Block-33-Higher-Floor-Flat-B-M100005651
82,15500000,H,3,769,Lohas Park,1 Lohas Park Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Grand-Montara-Tower-1A-Higher-Floor-Flat-D-M201309917
83,9800000,H,3,732,Lohas Park,1 Lohas Park Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Le-Prestige-Le-Prime-Tower-7-R-Higher-Floor-Flat-B-M250617253
84,15380000,L,3,848,Po Lam / Tseung Kwan O Station,19 Tong Yin Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-The-Wings-Phase-3A-Block-3B-Lower-Floor-Flat-A-M200319897
85,9680000,H,3,547,Po Lam / Tseung Kwan O Station,9 Tong Tak Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-Park-Central-Phase-2-Block-11-Higher-Floor-Flat-A-M203031900
