,price,floor_level,bedroom_amount,net_area,district,address,misc,facility,url_desc
540,10500000,M,3,652,Hang Hau,15 Pui Shing Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Kowloon-Hang-Hau-Residence-Oasis-Block-6-Middle-Floor-Flat-D-M200123567
541,7380000,M,2,506,Shatin,2-18 Lok King Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00049', 'name': 'River View'}, {'id': 'MISCF00042', 'name': 'Racecourse View'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-Fo-Tan-Jubilee-Garden-Block-7-Middle-Floor-Flat-D-M300351794
542,9480000,M,2,506,Hang Hau,15 Pui Shing Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Kowloon-Hang-Hau-Residence-Oasis-Block-6-Middle-Floor-Flat-A-M250542206
543,7380000,H,3,575,Tuen Mun,1 Tuen On Lane,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00035', 'name': 'Mountain View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/New-Territories-Tuen-Mun-Town-Centre-Parkland-Villas-Phase-1-Block-3-Higher-Floor-Flat-C-M300806462
544,6380000,L,2,510,Shatin,2-18 Lok King Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00035', 'name': 'Mountain View'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-Fo-Tan-Jubilee-Garden-Block-1-Lower-Floor-Flat-G-M300583026
545,10700000,L,2,462,Taikoo / Sai Wan Ho,38 Tai Hong Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Sai-Wan-Ho-Grand-Promenade-Block-1-Lower-Floor-Flat-C-M100101866
546,7500000,H,2,483,Po Lam / Tseung Kwan O Station,8 Pung Loi Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-Oscar-By-The-Sea-Phase-2-Block-7-Higher-Floor-Flat-G-M200558426
547,8500000,H,2,485,Tung Chung,12 Tung Chung Waterfront Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/New-Territories-Tung-Chung-Coastal-Skyline-Phase-1-Block-2-Higher-Floor-Flat-G-M300288610
548,6980000,H,2,510,Shatin,2-18 Lok King Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00049', 'name': 'River View'}, {'id': 'MISCF00042', 'name': 'Racecourse View'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-Fo-Tan-Jubilee-Garden-Block-2-Higher-Floor-Flat-C-M303322936
549,12000000,M,3,685,Quarry Bay,1-3 Hong Shing Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Quarry-Bay-Kornhill-Block-H-Middle-Floor-Flat-8-M101274118
550,7800000,H,2,506,Shatin,2-18 Lok King Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00042', 'name': 'Racecourse View'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-Fo-Tan-Jubilee-Garden-Block-4-Higher-Floor-Flat-D-M350119472
551,8000000,L,2,513,Tiu Keng Leng,8 King Ling Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Tiu-Keng-Leng-Metro-Town-Phase-2-Le-Point-Block-9-Lower-Floor-Flat-D-M201259818
552,6300000,L,2,337,Ma On Shan,8 On Shing Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Ma-On-Shan-Sunshine-City-Phase-3-Block-R-Lower-Floor-Flat-6-M350628778
553,4980000,H,2,392,Tuen Mun,1 Tuen Shing Street,"[{'id': 'WITHKEY', 'name': 'Key'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/New-Territories-Tuen-Mun-Town-Centre-Tuen-Mun-Town-Plaza-Phase-1-Block-3-Higher-Floor-Flat-F-M300084376
554,11800000,H,2,616,Quarry Bay,2-4 Hong On Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Quarry-Bay-Kornhill-Block-R-Higher-Floor-Flat-12-M150402913
555,13200000,H,3,750,Tsuen Wan,48 Wing Shun Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00014', 'name': 'Terrace'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM01', 'name': ""Kids' Facilities""}]",https://www.midland.com.hk/en/property/New-Territories-Riviera-Area-City-Point-Block-2-Higher-Floor-Flat-B-M300436248
556,10800000,M,2,596,Quarry Bay,5-7 Hong Shing Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00035', 'name': 'Mountain View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Quarry-Bay-Kornhill-Block-G-Middle-Floor-Flat-13-M100351954
557,8400000,H,2,502,Quarry Bay,25-27 Hong Shing Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Quarry-Bay-Kornhill-Block-B-Higher-Floor-Flat-11-M100621099
558,13600000,H,3,668,Quarry Bay,29-31 Hong Shing Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00035', 'name': 'Mountain View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Quarry-Bay-Kornhill-Block-A-Higher-Floor-Flat-3-M150419437
559,8350000,M,2,466,Quarry Bay,6-8 Hong On Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Quarry-Bay-Kornhill-Block-Q-Middle-Floor-Flat-3-M150863796
560,16200000,H,4,897,Tiu Keng Leng,8 King Ling Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Tiu-Keng-Leng-Metro-Town-Phase-2-Le-Point-Block-10-Higher-Floor-Flat-G-M201216804
561,8530000,H,2,490,Hang Hau,15 Pui Shing Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Kowloon-Hang-Hau-Residence-Oasis-Block-5-Higher-Floor-Flat-G-M201474796
562,6400000,L,2,428,Sheung Shui / Fanling,23 Yat Ming Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Fanling-Fanling-North-Sha-Tau-Kok-Ta-Ku-Ling-Dawning-Views-Block-08-Lower-Floor-Flat-F-M300487622
563,8300000,L,3,568,Ma On Shan,18 On Shing Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/New-Territories-Ma-On-Shan-Sunshine-City-Phase-1-Block-A-Lower-Floor-Flat-4-M300677685
564,8200000,M,2,592,Tung Chung,12 Tung Chung Waterfront Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00035', 'name': 'Mountain View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/New-Territories-Tung-Chung-Coastal-Skyline-Phase-1-Block-2-Middle-Floor-Flat-H-M350041835
565,8680000,M,2,531,Quarry Bay,13-15 Hong Shing Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00035', 'name': 'Mountain View'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Quarry-Bay-Kornhill-Block-E-Middle-Floor-Flat-2-M100949638
566,7700000,H,2,506,Shatin,2-18 Lok King Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00049', 'name': 'River View'}, {'id': 'MISCF00042', 'name': 'Racecourse View'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-Fo-Tan-Jubilee-Garden-Block-3-Higher-Floor-Flat-E-M300592519
567,4990000,L,2,318,Tuen Mun,3 Tuen Lung Street,"[{'id': 'WITHKEY', 'name': 'Key'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/New-Territories-Tuen-Mun-Town-Centre-Tuen-Mun-Town-Plaza-Phase-2-Block-2-Lower-Floor-Flat-A-M300919948
568,10800000,L,3,616,Quarry Bay,6-8 Hong On Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Quarry-Bay-Kornhill-Block-Q-Lower-Floor-Flat-8-M150586875
569,6500000,H,2,338,Ma On Shan,18 On Luk Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Ma-On-Shan-Sunshine-City-Phase-4-Block-G-Higher-Floor-Flat-6-M300684017
570,10000000,L,3,616,Quarry Bay,2-4 Hong On Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Quarry-Bay-Kornhill-Block-R-Lower-Floor-Flat-12-M150484514
571,8900000,M,3,561,Hang Hau,1 Ngan O Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/Kowloon-Hang-Hau-La-Cite-Noble-Block-4-Middle-Floor-Flat-C-M200546873
572,8600000,H,2,475,Tuen Mun,83 Tuen Mun Heung Sze Wui Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/New-Territories-Tuen-Mun-Town-Centre-Century-Gateway-Phase-1-Block-5-Higher-Floor-Flat-E-M300321270
573,7000000,H,2,377,Hang Hau,1 Ngan O Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/Kowloon-Hang-Hau-La-Cite-Noble-Block-3-Higher-Floor-Flat-C-M200650617
574,5750000,L,2,384,Sheung Shui / Fanling,23 Yat Ming Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Fanling-Fanling-North-Sha-Tau-Kok-Ta-Ku-Ling-Dawning-Views-Block-06-Lower-Floor-Flat-A-M300385970
575,6500000,M,2,348,Ma On Shan,18 On Shing Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/New-Territories-Ma-On-Shan-Sunshine-City-Phase-1-Block-A-Middle-Floor-Flat-7-M300678091
576,6500000,M,1,360,Tsuen Wan,100 Yeung Uk Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Tsuen-Wan-West-Chelsea-Court-Tower-North-B2-Middle-Floor-Flat-B-M301295210
577,8500000,L,3,608,Po Lam / Tseung Kwan O Station,8 Pung Loi Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00035', 'name': 'Mountain View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-Oscar-By-The-Sea-Phase-2-Block-6-Lower-Floor-Flat-H-M250373959
