,Balcony,Club House,Garden View,Lux_Revo,MTR nearby,Mountain View,River View,Rooftop,Sea View,Shopping Mall nearby,Swimming,Terrace,bedroom_amount,building,car_parking,floor_level,link,location,net_area,price,price_per,Garden view
167,,1,,,1,,,,1,,,1,4,Double Cove,1,,https://www.squarefoot.com.hk/buy/residential/property-31887,Ma On Shan,"2,675",HKD$67.5 Millions,"@25,234 ",
168,,,,,,,,,,,,,2,Ontolo,,,https://www.squarefoot.com.hk/buy/residential/property-31876,Tai Po,566,HKD$7.8 Millions,"@13,781 ",
169,1,,,,1,,,,,1,,,Studio,Novum East,,H,https://www.squarefoot.com.hk/buy/residential/property-31865,Quarry Bay,218,HKD$5.05 Millions,"@23,165 ",
170,1,,,,,,,,,,,,3,Realty Gardens,,,https://www.squarefoot.com.hk/buy/residential/property-26902,Western mid-levels,"1,166",HKD$30 Millions,"@25,729 ",
171,,,,1,,,,,,,,,3,Serenade,1,H,https://www.squarefoot.com.hk/buy/residential/property-31861,Tai Hang,788,HKD$21.5 Millions,"@27,284 ",
172,1,,,,,,,,1,,,,4,Providence Bay,1,,https://www.squarefoot.com.hk/buy/residential/property-31540,Tai Po,"1,667",HKD$39 Millions,"@23,395 ",
173,,,,,,,,,,,,,5+,Mayfair By The Sea,,,https://www.squarefoot.com.hk/buy/residential/property-31538,Tai Po,"1,729",HKD$45 Millions,"@26,027 ",
174,,,,1,,,,,,,,,5+,Hong Lok Yuen,,H,https://www.squarefoot.com.hk/buy/residential/property-31515,Tai Po,"2,778",HKD$62 Millions,"@22,318 ",
175,,,1,1,,,,,1,,,,,St MARTIN,,,https://www.squarefoot.com.hk/buy/residential/property-31508,Tai Po,603,HKD$11.4 Millions,"@18,905 ",
176,,,1,,,,,1,,,,,,Hong Lok Yuen,1,,https://www.squarefoot.com.hk/buy/residential/property-31505,Tai Po,"1,214",HKD$19.8 Millions,"@16,310 ",
177,,,,,,,,,1,,,,4,Providence Bay,,,https://www.squarefoot.com.hk/buy/residential/property-31504,Tai Po,"1,707",HKD$30.5 Millions,"@17,868 ",
178,,1,1,1,1,,,,1,,,,5+,The Beverly Hills,1,,https://www.squarefoot.com.hk/buy/residential/property-31495,Tai Po,"1,606",HKD$16.5 Millions,"@10,274 ",
179,,1,,1,1,,,,,,,,3,Savanna Garden,1,H,https://www.squarefoot.com.hk/buy/residential/property-31493,Tai Po,959,HKD$11.18 Millions,"@11,658 ",
180,,,1,,,,,,,,,,3,Constellation Cove,1,H,https://www.squarefoot.com.hk/buy/residential/property-31492,Tai Po,"1,102",HKD$13.5 Millions,"@12,250 ",
181,,,,1,,,,,1,,,,4,Tycoon Place,1,H,https://www.squarefoot.com.hk/buy/residential/property-19445,Tai Po,"2,706",HKD$38 Millions,"@14,043 ",
182,,,1,1,,,,,,,,,4,Ng Fai Tin,1,H,https://www.squarefoot.com.hk/buy/residential/property-23452,Clear Water Bay,"2,100",HKD$26.8 Millions,"@12,762 ",
183,1,,,1,,,,,,1,,,3,元朗洪水橋別墅,,H,https://www.squarefoot.com.hk/buy/residential/property-32479,Yuen Long,630,HKD$4.85 Millions,"@7,698 ",
184,,,,,,,,,,,,,2,Cascades,,H,https://www.squarefoot.com.hk/buy/residential/property-32472,Ho Man Tin,467,HKD$7.8 Millions,"@16,702 ",
185,,,1,1,,,,,,,,,3,Royal Ascot,,H,https://www.squarefoot.com.hk/buy/residential/property-32470,Fotan,"1,039",HKD$12.98 Millions,"@12,493 ",
186,1,,,1,,,,1,,,,1,,La Vetta,,H,https://www.squarefoot.com.hk/buy/residential/property-32459,ShaTin,"2,738",HKD$65 Millions +,"@23,740 ",
187,,,,,,,,,,,,,4,Festival City,,,https://www.squarefoot.com.hk/buy/residential/property-32452,Tai Wai,961,HKD$16.88 Millions,"@17,565 ",
188,,,,,,,,,,,,,2,Serenity Park,,,https://www.squarefoot.com.hk/buy/residential/property-32433,Tai Wo,400,HKD$5.5 Millions,"@13,750 ",
189,,,,,,,,,,,,,3,Repulse Bay Garden,,,https://www.squarefoot.com.hk/buy/residential/property-32429,Repulse Bay,"2,049",HKD$73.5 Millions,"@35,871 ",
190,,,,1,,,,,1,,,,4,Splendour Villa,1,,https://www.squarefoot.com.hk/buy/residential/property-32428,Repulse Bay,"2,188",HKD$80 Millions,"@36,563 ",
191,,,,1,,,,,1,,,,4,Village House,1,H,https://www.squarefoot.com.hk/buy/residential/property-32413,Clear Water Bay,"2,100",HKD$19.8 Millions,"@9,429 ",
192,,,1,,,,,,1,,,,3,Mayfair By The Sea,,,https://www.squarefoot.com.hk/buy/residential/property-31566,Tai Po,"1,067",HKD$17.08 Millions +,"@16,007 ",
193,,,1,,,,,,,,,,3,Mayfair By The Sea,,,https://www.squarefoot.com.hk/buy/residential/property-31561,Tai Po,885,HKD$12 Millions,"@13,559 ",
194,,,,,,,,,,,,,3,Mayfair By The Sea,,,https://www.squarefoot.com.hk/buy/residential/property-31560,Tai Po,907,HKD$12.5 Millions,"@13,782 ",
195,,,,,,,,,,,,,3,The Golden Gate,,H,https://www.squarefoot.com.hk/buy/residential/property-31559,Tai Po,949,HKD$13.5 Millions,"@14,226 ",
196,,,1,,,,,,,,,,3,Providence Bay,,H,https://www.squarefoot.com.hk/buy/residential/property-31557,Tai Po,956,HKD$13.8 Millions,"@14,435 ",
197,,,,,,,,,,,,,3,Deerhill Bay,1,H,https://www.squarefoot.com.hk/buy/residential/property-31556,Tai Po,"1,175",HKD$16 Millions,"@13,617 ",
198,,,1,,,,,,,,,,3,The Horizon,,H,https://www.squarefoot.com.hk/buy/residential/property-31550,Tai Po,"1,022",HKD$16 Millions,"@15,656 ",
199,,,1,,,,,,1,,,,4,Mayfair By The Sea,,,https://www.squarefoot.com.hk/buy/residential/property-31544,Tai Po,"1,067",HKD$17.8 Millions,"@16,682 ",
200,,,,,,,,,,,,,3,Parc Versailles,1,,https://www.squarefoot.com.hk/buy/residential/property-31543,Tai Wo,995,HKD$15 Millions,"@15,075 ",
201,,,,1,,,,,,,,,4,Providence Bay,,,https://www.squarefoot.com.hk/buy/residential/property-31541,Tai Po,"1,888",HKD$28.88 Millions,"@15,297 ",
202,,1,1,1,,,,,,,,,1,Mayfair By The Sea,,,https://www.squarefoot.com.hk/buy/residential/property-31692,Tai Po,565,HKD$9.99 Millions,"@17,681 ",
203,,,,1,,,,,,,,,3,Sai Keng Tsuen,1,,https://www.squarefoot.com.hk/buy/residential/property-31673,Sai Kung,700,HKD$6.2 Millions,"@8,857 ",
204,,,,1,,,,,1,,,,4,Fortune Garden,1,,https://www.squarefoot.com.hk/buy/residential/property-31649,Tai Po,"1,476",HKD$21.99 Millions,"@14,898 ",
205,1,,,1,1,,,,,1,,,3,Sky Garden,,H,https://www.squarefoot.com.hk/buy/residential/property-31648,Ho Man Tin,739,HKD$16.5 Millions +,"@22,327 ",
206,,1,1,1,,,,1,,,,,4,Casa Marina,1,,https://www.squarefoot.com.hk/buy/residential/property-31641,Tai Po,"2,353",HKD$39.8 Millions,"@16,915 ",
207,,,1,,,,,,,,,,1,Centra Horizon,,,https://www.squarefoot.com.hk/buy/residential/property-31639,Tai Po,260,HKD$5.3 Millions,"@20,385 ",
208,,1,1,1,1,,,,,1,,,3,Parc Versailles,1,H,https://www.squarefoot.com.hk/buy/residential/property-31637,Tai Wo,"1,089",HKD$12.88 Millions,"@11,827 ",
209,,,,,,,,,,,,,2,TaiKoo Shing,,,https://www.squarefoot.com.hk/buy/residential/property-31619,Taikoo Shing,536,HKD$9.5 Millions,"@17,724 ",
210,,,,,,,,,,,,,3,Goldwin Heights,,,https://www.squarefoot.com.hk/buy/residential/property-31615,Western mid-levels,811,HKD$19.8 Millions,"@24,414 ",
211,,1,,1,,,,1,1,,,1,5+,The Beverly Hills,1,H,https://www.squarefoot.com.hk/buy/residential/property-31571,Tai Po,"1,902",HKD$18.5 Millions,"@9,727 ",
212,,,,,,,,,,,,,,Mayfair By The Sea,,,https://www.squarefoot.com.hk/buy/residential/property-30259,Tai Po,650,HKD$9.6 Millions,"@14,769 ",
213,,1,,1,,,,,1,,,,3,Constellation Cove,1,H,https://www.squarefoot.com.hk/buy/residential/property-30249,Tai Po,"2,216",HKD$38.48 Millions,"@17,365 ",
214,,,,1,,,,,,,,,,Windsor Heights,1,H,https://www.squarefoot.com.hk/buy/residential/property-30245,Fotan,"2,574",HKD$70 Millions,"@27,195 ",
215,,,1,1,,,,,,,,,3,Classical Gardens,,H,https://www.squarefoot.com.hk/buy/residential/property-30233,Tai Po,620,HKD$8.3 Millions,"@13,387 ",
216,,1,,1,,,,1,1,,,,4,Providence Bay,1,H,https://www.squarefoot.com.hk/buy/residential/property-30231,Tai Po,"1,368",HKD$26.5 Millions,"@19,371 ",
217,1,1,,1,,,,1,1,,,,3,De Yucca,,H,https://www.squarefoot.com.hk/buy/residential/property-30223,ShaTin,"1,998",HKD$69.99 Millions +,"@35,030 ",
218,1,1,,1,,,,1,1,,,,3,De Yucca,,H,https://www.squarefoot.com.hk/buy/residential/property-30221,ShaTin,"1,998",HKD$69.99 Millions +,"@35,030 ",
219,,,,,,,,,,,,,4,Mount Pavilia,,,https://www.squarefoot.com.hk/buy/residential/property-30215,Clear Water Bay,"2,619",HKD$65 Millions,"@24,819 ",
220,,,,,,,,,1,,,,3,Midvale Village,,,https://www.squarefoot.com.hk/buy/residential/property-23407,Discovery Bay,"1,206",HKD$13 Millions,"@10,779 ",
221,,,1,1,,,,,,,,,Studio,Centra Horizon,,H,https://www.squarefoot.com.hk/buy/residential/property-30201,Tai Po,276,HKD$6.8 Millions,"@24,638 ",
222,1,1,,,,,,,,,,,3,Mayfair By The Sea,,H,https://www.squarefoot.com.hk/buy/residential/property-32801,Tai Po,799,HKD$11.5 Millions,"@14,393 ",
223,,,,,,,,,,,,,2,Discovery Bay,,,https://www.squarefoot.com.hk/buy/residential/property-26713,Discovery Bay,729,HKD$7.6 Millions,"@10,425 ",
224,,,,,,,,,,,,,3,Festival City,,,https://www.squarefoot.com.hk/buy/residential/property-32797,Tai Wai,842,HKD$12.99 Millions,"@15,428 ",
225,,,,1,,,,,,,,,4,Village,1,,https://www.squarefoot.com.hk/buy/residential/property-32792,Sai Kung,"2,100",HKD$25.8 Millions,"@12,286 ",
226,,,,,,,,,,,,,3,Sai Kung,,H,https://www.squarefoot.com.hk/buy/residential/property-32781,Sai Kung,"1,400",HKD$14 Millions,"@10,000 ",
227,,,,1,,,,,,,,,2,Double Cove,,,https://www.squarefoot.com.hk/buy/residential/property-32773,Ma On Shan,503,HKD$7.4 Millions,"@14,712 ",
228,,,,1,,,,,,,,,3,Royal Ascot,,H,https://www.squarefoot.com.hk/buy/residential/property-32758,Fotan,"1,039",HKD$12.95 Millions,"@12,464 ",
229,,,,,,,,,,,,,3,Peak One,1,,https://www.squarefoot.com.hk/buy/residential/property-32754,ShaTin,857,HKD$15.5 Millions,"@18,086 ",
230,,,,,,,,,,,,,3,The Riverpark,,H,https://www.squarefoot.com.hk/buy/residential/property-32752,Tai Wai,743,HKD$14.6 Millions,"@19,650 ",
231,,,1,1,,,,,,,,,2,St MARTIN,,H,https://www.squarefoot.com.hk/buy/residential/property-32745,Tai Po,498,HKD$9.2 Millions +,"@18,474 ",
232,,,,1,,,,,,,,,3,元朗大棠道路邊別墅,,,https://www.squarefoot.com.hk/buy/residential/property-28639,Yuen Long,630,HKD$4.68 Millions,"@7,429 ",
233,,,,,,,,,,,,,3,元朗大棠道路邊別墅,,,https://www.squarefoot.com.hk/buy/residential/property-28635,Yuen Long,630,HKD$6.08 Millions,"@9,651 ",
234,,,1,,,,,,,,,,4,Hong Lok Yuen,,,https://www.squarefoot.com.hk/buy/residential/property-28599,Tai Po,"2,579",HKD$32 Millions +,"@12,408 ",
235,1,,,1,,,,1,1,,,,4,Tycoon Place,,,https://www.squarefoot.com.hk/buy/residential/property-28598,Tai Po,"2,706",HKD$38.9 Millions +,"@14,375 ",
236,,,,1,,,,,,,,,4,Hong Lok Yuen,,,https://www.squarefoot.com.hk/buy/residential/property-28597,Tai Po,"2,520",HKD$55 Millions,"@21,825 ",
237,,,,1,,,,,,,,,5+,Hong Lok Yuen,,,https://www.squarefoot.com.hk/buy/residential/property-28596,Tai Po,"2,579",HKD$52 Millions +,"@20,163 ",
238,,,,,,,,,,,,,3,Hong Lok Yuen,,H,https://www.squarefoot.com.hk/buy/residential/property-28595,Tai Po,"1,214",HKD$22 Millions +,"@18,122 ",
239,,,,,,,,,,,,,2,Cheong Wing Court,,,https://www.squarefoot.com.hk/buy/residential/property-28586,Sai Ying Pun,344,HKD$6.05 Millions,"@17,587 ",
240,,,,1,,,,,,,,,3,Grand Palisades,,H,https://www.squarefoot.com.hk/buy/residential/property-28553,Tai Po,727,HKD$10 Millions,"@13,755 ",
241,,,,,,,,,,,,,,Monte Vista,,,https://www.squarefoot.com.hk/buy/residential/property-28550,Ma On Shan,933,HKD$11.2 Millions,"@12,004 ",
242,,,,1,,,,,,,,,,House,1,H,https://www.squarefoot.com.hk/buy/residential/property-27496,Clear Water Bay,"2,100",HKD$28 Millions,"@13,333 ",
243,,,,1,,,,,1,,,,,Po Toi O Chuen,1,H,https://www.squarefoot.com.hk/buy/residential/property-27495,Clear Water Bay,"2,100",HKD$24.8 Millions,"@11,810 ",
244,,,1,1,,,,,,,,,4,Hong Lok Yuen,1,,https://www.squarefoot.com.hk/buy/residential/property-27490,Tai Po,"1,535",HKD$27 Millions,"@17,590 ",
245,,,,1,,,,,,,,,3,Mount Pavilia,,,https://www.squarefoot.com.hk/buy/residential/property-27488,Clear Water Bay,968,HKD$14.8 Millions,"@15,289 ",
246,,,1,,,,,,1,,,,3,Lake Silver,,,https://www.squarefoot.com.hk/buy/residential/property-27436,Ma On Shan,887,HKD$14 Millions,"@15,784 ",
247,,,,1,,,,,1,,,,4,Double Cove,,,https://www.squarefoot.com.hk/buy/residential/property-27419,Ma On Shan,"1,381",HKD$28 Millions,"@20,275 ",
248,,,,,,,,1,,,,,5+,The Portofino,,,https://www.squarefoot.com.hk/buy/residential/property-18003,Sai Kung,"3,708",HKD$110 Millions,"@29,666 ",
249,1,,1,1,,,,,,,,,4,Fu Kong Shan Road,,H,https://www.squarefoot.com.hk/buy/residential/property-14066,South Lantau Island,"1,980",HKD$39 Millions,"@19,697 ",
250,,,,,,,,,,,,,3,GreenField Court,,H,https://www.squarefoot.com.hk/buy/residential/property-17518,ShaTin,633,HKD$8.6 Millions,"@13,586 ",
251,,,1,1,,,,1,,,,,3,Wesley Villa,1,H,https://www.squarefoot.com.hk/buy/residential/property-27391,Fotan,"1,624",HKD$38 Millions,"@23,399 ",
252,1,,1,1,,,,,,,,1,5+,Hong Lok Yuen,1,H,https://www.squarefoot.com.hk/buy/residential/property-31841,Tai Po,"2,520",HKD$63 Millions +,"@25,000 ",
253,,,,,,,,,,,,,2,Tai Peng Old Village,,H,https://www.squarefoot.com.hk/buy/residential/property-31839,Lamma Island,700,HKD$3.6 Millions,"@5,143 ",
254,,,,1,,,,,,,,,2,Solaria,,,https://www.squarefoot.com.hk/buy/residential/property-31820,Tai Po,455,HKD$7.5 Millions,"@16,484 ",
255,1,1,,,,,,,,,,,4,Hong Lok Yuen,,H,https://www.squarefoot.com.hk/buy/residential/property-31804,Tai Po,"1,628",HKD$29.8 Millions +,"@18,305 ",
256,1,1,,1,1,,,,1,,,,3,Upton,,,https://www.squarefoot.com.hk/buy/residential/property-31798,Sai Ying Pun,"1,061",HKD$30 Millions,"@28,275 ",
257,,1,,1,,,,,,,,,,Valais,1,,https://www.squarefoot.com.hk/buy/residential/property-31785,Sheung Shui,"2,454",HKD$59 Millions,"@24,042 ",
258,,,,,,,,,1,,,,,Deerhill Bay,1,H,https://www.squarefoot.com.hk/buy/residential/property-31782,Tai Po,"1,305",HKD$16.8 Millions,"@12,874 ",
259,,1,,1,,,,,,,,,,Forest Hill,1,,https://www.squarefoot.com.hk/buy/residential/property-31780,Tai Po,"1,551",HKD$18 Millions,"@11,605 ",
260,,,,,,,,,,,,,,Hong Lok Yuen,1,H,https://www.squarefoot.com.hk/buy/residential/property-31773,Tai Po,"1,628",HKD$29.8 Millions,"@18,305 ",
261,,,,,,,,,,,,,,De Yucca,,,https://www.squarefoot.com.hk/buy/residential/property-31771,ShaTin,"1,998",HKD$85 Millions,"@42,543 ",
262,,,,,,,,,,,,,3,Hill Paramount,1,H,https://www.squarefoot.com.hk/buy/residential/property-32755,Tai Wai,"1,071",HKD$17.8 Millions +,"@16,620 ",
263,1,,,,,,,,,,,,3,St MARTIN,,,https://www.squarefoot.com.hk/buy/residential/property-32746,Tai Po,646,HKD$12.5 Millions,"@19,350 ",
264,,,,,1,,,,,1,,,,Greenery Plaza,,,https://www.squarefoot.com.hk/buy/residential/property-32735,Tai Po,286,HKD$4.7 Millions,"@16,434 ",
265,,,1,1,,,,,,,,,4,Mayfair By The Sea,,H,https://www.squarefoot.com.hk/buy/residential/property-29882,Tai Po,"1,218",HKD$17 Millions,"@13,957 ",
266,,,,1,,,,,1,,,,4,Mayfair By The Sea,,H,https://www.squarefoot.com.hk/buy/residential/property-29960,Tai Po,"1,229",HKD$26 Millions,"@21,155 ",
267,,,,1,,,,,1,,,,4,Mayfair By The Sea,,H,https://www.squarefoot.com.hk/buy/residential/property-30106,Tai Po,"1,776",HKD$39 Millions,"@21,959 ",
268,,,,1,,,,,,,,,2,The Regent,,H,https://www.squarefoot.com.hk/buy/residential/property-30122,Tai Po,525,HKD$7.9 Millions,"@15,048 ",
269,,,,1,,,,,,,,,2,St MARTIN,,H,https://www.squarefoot.com.hk/buy/residential/property-32732,Tai Po,509,HKD$8.3 Millions,"@16,306 ",
270,1,,,1,,,,1,1,,,,4,Providence Bay,,H,https://www.squarefoot.com.hk/buy/residential/property-29761,Tai Po,"1,336",HKD$22 Millions,"@16,467 ",
271,,,1,1,,,,,,,,,3,Centra Horizon,,,https://www.squarefoot.com.hk/buy/residential/property-29765,Tai Po,"1,039",HKD$13.88 Millions,"@13,359 ",
272,,,,,,,,,1,,,,2,Tai Wan Tsuen,,H,https://www.squarefoot.com.hk/buy/residential/property-15428,Sai Kung,700,HKD$11.8 Millions,"@16,857 ",
273,,,,,,,,,1,,,,,Fortune Garden,1,H,https://www.squarefoot.com.hk/buy/residential/property-32133,Tai Po,"1,336",HKD$20 Millions,"@14,970 ",
274,,,,1,,,,,1,,,,4,Po Toi O Chuen,1,H,https://www.squarefoot.com.hk/buy/residential/property-19361,Clear Water Bay,"2,100",HKD$24.8 Millions,"@11,810 ",
275,,,,,1,,,,,,,,3,Bisney Court,1,,https://www.squarefoot.com.hk/buy/residential/property-32587,Yau Yat Tsuen,"1,227",HKD$27 Millions,"@22,005 ",
276,,,,,,,,,1,,,,5+,Southview Villas,1,H,https://www.squarefoot.com.hk/buy/residential/property-32586,Tai Po,"1,821",HKD$26.88 Millions +,"@14,761 ",
277,,,,,,,,,,,,,3,Royal Ascot,,,https://www.squarefoot.com.hk/buy/residential/property-32584,Fotan,974,HKD$12.88 Millions,"@13,224 ",
278,1,,,1,,,,,,,,,,Garden Terrace,1,H,https://www.squarefoot.com.hk/buy/residential/property-32582,Mid-Levels Central,"2,580",HKD$95 Millions,"@36,822 ",
279,1,1,,1,,,,,,,,,,Estoril Court,1,,https://www.squarefoot.com.hk/buy/residential/property-32581,Mid-Levels Central,"2,888",HKD$99.99 Millions +,"@34,623 ",
280,1,,,,,,,,,,,,4,Alassio,,,https://www.squarefoot.com.hk/buy/residential/property-30415,Western mid-levels,"1,708",HKD$93 Millions,"@54,450 ",
281,1,,,1,,,,1,1,,,,,Bay Villas,1,H,https://www.squarefoot.com.hk/buy/residential/property-32580,The Peak,"3,680",HKD$298 Millions,"@80,978 ",
282,1,,,,,,,,1,,,1,4,Discovery Bay,,H,https://www.squarefoot.com.hk/buy/residential/property-12548,Discovery Bay,"1,497",HKD$22.6 Millions,"@15,097 ",
283,1,,,1,,,,1,1,,,,4,Sheung Sze Wan,1,H,https://www.squarefoot.com.hk/buy/residential/property-15330,Clear Water Bay,"2,100",HKD$38.8 Millions,"@18,476 ",
284,1,,,1,,,,1,1,,,,4,Po Toi O Chuen,1,H,https://www.squarefoot.com.hk/buy/residential/property-15327,Clear Water Bay,"2,100",HKD$26.8 Millions,"@12,762 ",
285,1,,,1,,,,1,,,,,5+,Mau Po,1,H,https://www.squarefoot.com.hk/buy/residential/property-10898,Clear Water Bay,"2,100",HKD$21.4 Millions,"@10,190 ",
286,1,,,1,,,,1,,,,,3,Mok Tse Che Village,1,H,https://www.squarefoot.com.hk/buy/residential/property-15319,Sai Kung,"2,100",HKD$25.8 Millions,"@12,286 ",
287,1,,,1,,,,1,,,,,4,O Pui Village,1,H,https://www.squarefoot.com.hk/buy/residential/property-15318,Clear Water Bay,"2,100",HKD$26 Millions,"@12,381 ",
288,1,,,1,,,,1,,,,,4,Greenpeak Villa,1,H,https://www.squarefoot.com.hk/buy/residential/property-15317,Sai Kung,"2,100",HKD$26.8 Millions,"@12,762 ",
289,1,,,,,,,1,,,,,4,Pan Long Wan Village,1,H,https://www.squarefoot.com.hk/buy/residential/property-11161,Clear Water Bay,"1,400",HKD$14.2 Millions,"@10,143 ",
290,1,,,1,,,,1,1,,,1,4,Siu Hang Hau,1,H,https://www.squarefoot.com.hk/buy/residential/property-11229,Clear Water Bay,"2,100",HKD$27 Millions,"@12,857 ",
291,1,,,1,,,,1,,,,,3,Pak Kong,1,H,https://www.squarefoot.com.hk/buy/residential/property-11234,Sai Kung,"2,100",HKD$19 Millions,"@9,048 ",
292,,,,,,,,1,1,,,,3,Laconia Cove,1,,https://www.squarefoot.com.hk/buy/residential/property-17256,Sai Kung,"1,197",HKD$30 Millions,"@25,063 ",
293,,,,1,,,,1,1,,,,3,Tsam Chuk Wan,1,H,https://www.squarefoot.com.hk/buy/residential/property-17254,Sai Kung,"1,400",HKD$14 Millions,"@10,000 ",
294,,,,1,,,,,1,,,,3,Pak Sha Wan,1,H,https://www.squarefoot.com.hk/buy/residential/property-11242,Sai Kung,"1,498",HKD$40 Millions,"@26,702 ",
295,,,,,,,,,1,,,,4,The Palazzo,,,https://www.squarefoot.com.hk/buy/residential/property-29699,Fotan,"1,227",HKD$26 Millions,"@21,190 ",
296,,,,,,,,,,,,,3,Royal Ascot,,,https://www.squarefoot.com.hk/buy/residential/property-32363,Fotan,974,HKD$13 Millions,"@13,347 ",
297,1,,,1,,,,1,,,,,,Wesley Villa,1,,https://www.squarefoot.com.hk/buy/residential/property-32323,Fotan,"1,624",HKD$39 Millions +,"@24,015 ",
298,,,,,,,,,1,,,,,The Beverly Hills,1,H,https://www.squarefoot.com.hk/buy/residential/property-32361,Tai Po,"2,040",HKD$34.8 Millions,"@17,059 ",
299,,,,1,,,,,,,,,,LE PRIME OF LE PRESTIGE,,H,https://www.squarefoot.com.hk/buy/residential/property-22711,Lohas Park District,673,HKD$8.6 Millions,"@12,779 ",
300,,,,,,,,,,,,,2,The Papillons,,H,https://www.squarefoot.com.hk/buy/residential/property-22703,Tseung Kwan O,578,HKD$10 Millions,"@17,301 ",
301,,,,,,,,,,,,,3,Royal Ascot,,,https://www.squarefoot.com.hk/buy/residential/property-32356,Fotan,974,HKD$12.2 Millions,"@12,526 ",
302,,,,,,,,,,,,,3,Arts Building,,,https://www.squarefoot.com.hk/buy/residential/property-30425,Western mid-levels,625,HKD$11.3 Millions,"@18,080 ",
303,,,,,,,,,1,,,,3,Bowen Place,1,H,https://www.squarefoot.com.hk/buy/residential/property-32060,Mid-Levels Central,"1,445",HKD$52.8 Millions,"@36,540 ",
304,,,,,,,,,1,,,,,Villa Rosa,,,https://www.squarefoot.com.hk/buy/residential/property-32157,Tai Tam,"3,314",HKD$169 Millions,"@50,996 ",
305,1,,,,,,,1,,,,,4,The Legend,1,,https://www.squarefoot.com.hk/buy/residential/property-24031,Tai Hang,"2,442",HKD$160 Millions,"@65,520 ",
306,,,,,,,,,1,,,,,The Mayfair,,,https://www.squarefoot.com.hk/buy/residential/property-32149,Mid-Levels Central,"2,118",HKD$148 Millions,"@69,877 ",
307,,,,1,,,,,,,,,,Manderly Garden,,H,https://www.squarefoot.com.hk/buy/residential/property-32145,Shouson Hill,"3,200",HKD$210 Millions,"@65,625 ",
308,,,,1,,,,,1,,,,4,La Hacienda,,,https://www.squarefoot.com.hk/buy/residential/property-32144,The Peak,"2,756",HKD$250 Millions,"@90,711 ",
309,,,,1,,,,,,,,,,The Albany,,,https://www.squarefoot.com.hk/buy/residential/property-32141,Mid-Levels Central,"1,948",HKD$99.99 Millions,"@51,330 ",
310,,,,1,,,,,,,,,,Peak One,,H,https://www.squarefoot.com.hk/buy/residential/property-32155,ShaTin,"1,087",HKD$17.8 Millions,"@16,375 ",
311,,,,1,,,,,,,,,2,The Riverpark,,,https://www.squarefoot.com.hk/buy/residential/property-32152,Tai Wai,507,HKD$10.3 Millions,"@20,316 ",
312,,,,,1,,,,,1,,,2,Kwan Yick Building Phase 2,,H,https://www.squarefoot.com.hk/buy/residential/property-32744,Sai Ying Pun,420,HKD$5.28 Millions,"@12,571 ",
313,,,,1,,,,,1,,,,4,Village,1,H,https://www.squarefoot.com.hk/buy/residential/property-32738,Sai Kung,"2,100",HKD$26.8 Millions,"@12,762 ",
314,,,,1,,,,,,,,,5+,Village,1,H,https://www.squarefoot.com.hk/buy/residential/property-32737,Sai Kung,"2,100",HKD$25.8 Millions,"@12,286 ",
315,,,,,,,,,1,,,,4,Village House,1,H,https://www.squarefoot.com.hk/buy/residential/property-32736,Clear Water Bay,"1,305",HKD$16 Millions,"@12,261 ",
316,,1,1,1,,,,,,,,,5+,La Vetta,1,H,https://www.squarefoot.com.hk/buy/residential/property-32731,ShaTin,"2,738",HKD$62.88 Millions,"@22,966 ",
